area Name,area type,year,variable,value
Carrboro,Municipality,1990,High School Graduates White Age 25 Up,4547.0
Tract 535.09,Tract,1990,High School Graduates White Age 25 Up,2225.0
BNA 9606,Tract,1990,High School Graduates White Age 25 Up,923.0
Tract 302.02,Tract,1990,High School Graduates White Age 25 Up,1660.0
Tract 312,Tract,1990,High School Graduates White Age 25 Up,1622.0
Pleasant Garden,Municipality,2010,High School Graduates White Age 25 Up,2704.0
Scotland County,County,2010,High School Graduates White Age 25 Up,9853.0
Chowan County,County,2000,High School Graduates White Age 25 Up,5044.0
Scuppernong Twp.,Township,1990,High School Graduates White Age 25 Up,162.0
Marks Creek Twp.,Township,1990,High School Graduates White Age 25 Up,4768.0
Hectors Creek Twp.,Township,1990,High School Graduates White Age 25 Up,898.0
Hawtree Township,Township,1990,High School Graduates White Age 25 Up,259.0
Neills Creek Twp.,Township,1990,High School Graduates White Age 25 Up,1393.0
Buck Swamp Township,Township,1990,High School Graduates White Age 25 Up,1160.0
"Twp. 6, Chinquapin",Township,1990,High School Graduates White Age 25 Up,186.0
BNA 9802,Tract,1990,High School Graduates White Age 25 Up,397.0
BNA 9910,Tract,1990,High School Graduates White Age 25 Up,1477.0
Tract 26.02,Tract,1990,High School Graduates White Age 25 Up,4204.0
Tract 305.98,Tract,1990,High School Graduates White Age 25 Up,1638.0
Saratoga Township,Township,1990,High School Graduates White Age 25 Up,480.0
BNA 9902,Tract,1990,High School Graduates White Age 25 Up,1093.0
BNA 9904,Tract,1990,High School Graduates White Age 25 Up,1646.0
Swansboro Township,Township,1990,High School Graduates White Age 25 Up,4139.0
Township 1,Township,1990,High School Graduates White Age 25 Up,1177.0
Rocky Point Twp.,Township,1990,High School Graduates White Age 25 Up,918.0
Chicod Township,Township,1990,High School Graduates White Age 25 Up,1315.0
Tryon Township,Township,1990,High School Graduates White Age 25 Up,2107.0
Columbia Township,Township,1990,High School Graduates White Age 25 Up,1961.0
Pembroke Township,Township,1990,High School Graduates White Age 25 Up,272.0
Brushy Fork Twp.,Township,1990,High School Graduates White Age 25 Up,1496.0
Hot Springs,Municipality,1990,High School Graduates White Age 25 Up,165.0
Lillington,Municipality,2015,High School Graduates White Age 25 Up,1146.0
Flat Rock,Municipality,2015,High School Graduates White Age 25 Up,2705.0
Harrellsville,Municipality,1990,High School Graduates White Age 25 Up,63.0
Manteo,Municipality,2000,High School Graduates White Age 25 Up,588.0
Nags Head,Municipality,1990,High School Graduates White Age 25 Up,1158.0
Mocksville,Municipality,2000,High School Graduates White Age 25 Up,1714.0
Jackson Township,Township,1990,High School Graduates White Age 25 Up,241.0
Hofmann Forest Unor,Township,1990,High School Graduates White Age 25 Up,27.0
Cedar Grove Twp.,Township,1990,High School Graduates White Age 25 Up,2827.0
North Albemarle twp,Township,1990,High School Graduates White Age 25 Up,5654.0
Princeville,Municipality,2015,High School Graduates White Age 25 Up,54.0
Lovelady Township,Township,1990,High School Graduates White Age 25 Up,4784.0
Yanceyville Twp.,Township,1990,High School Graduates White Age 25 Up,650.0
Carr Township,Township,1990,High School Graduates White Age 25 Up,956.0
Lebanon Township,Township,1990,High School Graduates White Age 25 Up,7364.0
Salisbury Township,Township,1990,High School Graduates White Age 25 Up,8352.0
Beaver Island Twp.,Township,1990,High School Graduates White Age 25 Up,902.0
Tract 12.01,Tract,1990,High School Graduates White Age 25 Up,6.0
Murfreesboro Twp.,Township,1990,High School Graduates White Age 25 Up,1113.0
Bandy's Township,Township,1990,High School Graduates White Age 25 Up,1173.0
Bethany Township,Township,1990,High School Graduates White Age 25 Up,2195.0
Beaverdam Township,Township,1990,High School Graduates White Age 25 Up,187.0
Cashiers Township,Township,1990,High School Graduates White Age 25 Up,700.0
Tract 32.02,Tract,1990,High School Graduates White Age 25 Up,1145.0
Hamilton Township,Township,1990,High School Graduates White Age 25 Up,344.0
Clarksville Twp.,Township,1990,High School Graduates White Age 25 Up,894.0
Biscoe Township,Township,1990,High School Graduates White Age 25 Up,1195.0
Glisson Township,Township,1990,High School Graduates White Age 25 Up,346.0
Cape Fear Township,Township,1990,High School Graduates White Age 25 Up,5120.0
Tract 125.08,Tract,1990,High School Graduates White Age 25 Up,2439.0
Bear Creek Township,Township,1990,High School Graduates White Age 25 Up,1210.0
Tract 145.01,Tract,1990,High School Graduates White Age 25 Up,435.0
Maury,Municipality,2010,High School Graduates White Age 25 Up,66.0
Snow Hill,Municipality,2010,High School Graduates White Age 25 Up,682.0
Tract 20.08,Tract,1990,High School Graduates White Age 25 Up,1563.0
"Twp. 3, Boone Sta.",Township,1990,High School Graduates White Age 25 Up,6797.0
BNA 9905,Tract,1990,High School Graduates White Age 25 Up,713.0
Tract 6,Tract,1990,High School Graduates White Age 25 Up,2103.0
Enfield,Municipality,2015,High School Graduates White Age 25 Up,120.0
Tract 25.01,Tract,1990,High School Graduates White Age 25 Up,1866.0
Shiloh Township,Township,1990,High School Graduates White Age 25 Up,625.0
Tract 27.02,Tract,1990,High School Graduates White Age 25 Up,1428.0
Knightdale,Municipality,2010,High School Graduates White Age 25 Up,3664.0
Knightdale,Municipality,2000,High School Graduates White Age 25 Up,2450.0
"Twp. 10, Knob Creek",Township,1990,High School Graduates White Age 25 Up,644.0
Raleigh,Municipality,2010,High School Graduates White Age 25 Up,143077.0
BNA 9613,Tract,1990,High School Graduates White Age 25 Up,3232.0
Tatums Township,Township,1990,High School Graduates White Age 25 Up,805.0
Pond Mountain Twp.,Township,1990,High School Graduates White Age 25 Up,71.0
Lewisville Township,Township,1990,High School Graduates White Age 25 Up,6286.0
"Township 1, Dunn",Township,1990,High School Graduates White Age 25 Up,1873.0
Dallas Township,Township,1990,High School Graduates White Age 25 Up,6243.0
Stecoah Township,Township,1990,High School Graduates White Age 25 Up,395.0
Wilson,Municipality,2010,High School Graduates White Age 25 Up,13097.0
Rocky Mount-Edgecombe,Municipal Part,2000,High School Graduates White Age 25 Up,708.0
BNA 9512,Tract,1990,High School Graduates White Age 25 Up,1185.0
Grimesland,Municipality,2000,High School Graduates White Age 25 Up,123.0
Tract 112,Tract,1990,High School Graduates White Age 25 Up,543.0
Randleman,Municipality,1990,High School Graduates White Age 25 Up,933.0
Ellerbe,Municipality,2010,High School Graduates White Age 25 Up,272.0
Ellerbe,Municipality,1990,High School Graduates White Age 25 Up,286.0
Rockingham,Municipality,2010,High School Graduates White Age 25 Up,3250.0
BNA 9501,Tract,1990,High School Graduates White Age 25 Up,1428.0
Kernersville,Municipality,2000,High School Graduates White Age 25 Up,8297.0
Norwood,Municipality,2010,High School Graduates White Age 25 Up,858.0
Tract 611,Tract,1990,High School Graduates White Age 25 Up,2762.0
Pilot Mountain,Municipality,2010,High School Graduates White Age 25 Up,756.0
Bryson City,Municipality,2000,High School Graduates White Age 25 Up,606.0
Brevard,Municipality,1990,High School Graduates White Age 25 Up,2316.0
Brevard,Municipality,1980,High School Graduates White Age 25 Up,713.0
Rosman,Municipality,2015,High School Graduates White Age 25 Up,237.0
Stem,Municipality,2010,High School Graduates White Age 25 Up,174.0
Brower Township,Township,1990,High School Graduates White Age 25 Up,259.0
Walstonburg,Municipality,2010,High School Graduates White Age 25 Up,173.0
Turkey,Municipality,2010,High School Graduates White Age 25 Up,100.0
Hamilton,Municipality,2015,High School Graduates White Age 25 Up,93.0
Oakboro,Municipality,1980,High School Graduates White Age 25 Up,69.0
Spruce Pine,Municipality,2010,High School Graduates White Age 25 Up,1216.0
Rennert,Municipality,1990,High School Graduates White Age 25 Up,5.0
East Spencer,Municipality,2015,High School Graduates White Age 25 Up,65.0
Zebulon-Wake,Municipal Part,2000,High School Graduates White Age 25 Up,1287.0
Taylorsville Twp.,Township,1990,High School Graduates White Age 25 Up,2635.0
Helton Township,Township,1990,High School Graduates White Age 25 Up,331.0
Ivy Township,Township,1990,High School Graduates White Age 25 Up,1146.0
"Twp. 10, Midland",Township,1990,High School Graduates White Age 25 Up,1612.0
Cleveland County,County,2015,High School Graduates White Age 25 Up,43083.0
Dare County,County,2000,High School Graduates White Age 25 Up,18580.0
Davie County,County,2000,High School Graduates White Age 25 Up,17172.0
Lovelace Township,Township,1990,High School Graduates White Age 25 Up,177.0
Greene County,County,1970,High School Graduates White Age 25 Up,1681.0
Holly Ridge,Municipality,1980,High School Graduates White Age 25 Up,92.0
Tract 5,Tract,1990,High School Graduates White Age 25 Up,2639.0
Oriental,Municipality,1990,High School Graduates White Age 25 Up,513.0
Stonewall,Municipality,1980,High School Graduates White Age 25 Up,58.0
BNA 9602,Tract,1990,High School Graduates White Age 25 Up,960.0
Surf City,Municipality,2015,High School Graduates White Age 25 Up,1722.0
Montgomery County,County,1990,High School Graduates White Age 25 Up,6513.0
Tract 406,Tract,1990,High School Graduates White Age 25 Up,2578.0
Youngsville,Municipality,1990,High School Graduates White Age 25 Up,175.0
Stanley,Municipality,2015,High School Graduates White Age 25 Up,1728.0
Pamlico County,County,1980,High School Graduates White Age 25 Up,2403.0
Pamlico County,County,1970,High School Graduates White Age 25 Up,1177.0
BNA 9704,Tract,1990,High School Graduates White Age 25 Up,1276.0
BNA 9910,Tract,1990,High School Graduates White Age 25 Up,1785.0
Tract 701,Tract,1990,High School Graduates White Age 25 Up,1714.0
High Shoals,Municipality,2015,High School Graduates White Age 25 Up,268.0
Alleghany County,County,1980,High School Graduates White Age 25 Up,2329.0
Alleghany County,County,1990,High School Graduates White Age 25 Up,3502.0
Gatesville,Municipality,1990,High School Graduates White Age 25 Up,156.0
Avery County,County,1970,High School Graduates White Age 25 Up,2068.0
Beaufort County,County,1990,High School Graduates White Age 25 Up,14447.0
Tract 528.05,Tract,1990,High School Graduates White Age 25 Up,2650.0
Tract 524.02,Tract,1990,High School Graduates White Age 25 Up,3406.0
Camden County,County,2015,High School Graduates White Age 25 Up,5048.0
Carteret County,County,1980,High School Graduates White Age 25 Up,13343.0
BNA 9501,Tract,1990,High School Graduates White Age 25 Up,1350.0
BNA 9803,Tract,1990,High School Graduates White Age 25 Up,858.0
Blowing Rock-Caldwell,Municipal Part,2000,High School Graduates White Age 25 Up,46.0
Maiden-Lincoln,Municipal Part,2000,High School Graduates White Age 25 Up,0.0
Tract 16,Tract,1990,High School Graduates White Age 25 Up,728.0
Tract 704,Tract,1990,High School Graduates White Age 25 Up,1416.0
BNA 9911,Tract,1990,High School Graduates White Age 25 Up,1979.0
Tract 203.01,Tract,1990,High School Graduates White Age 25 Up,4842.0
Hassell,Municipality,2000,High School Graduates White Age 25 Up,11.0
BNA 9503,Tract,1990,High School Graduates White Age 25 Up,684.0
Tract 513.02,Tract,1990,High School Graduates White Age 25 Up,1841.0
BNA 9612,Tract,1990,High School Graduates White Age 25 Up,1418.0
Tract 4,Tract,1990,High School Graduates White Age 25 Up,3156.0
BNA 9709,Tract,1990,High School Graduates White Age 25 Up,492.0
Tract 112.01,Tract,1990,High School Graduates White Age 25 Up,2275.0
Tract 113,Tract,1990,High School Graduates White Age 25 Up,484.0
Bailey,Municipality,2010,High School Graduates White Age 25 Up,285.0
Maxton,Municipality,1990,High School Graduates White Age 25 Up,540.0
Mayodan,Municipality,2010,High School Graduates White Age 25 Up,1154.0
Forest City,Municipality,2000,High School Graduates White Age 25 Up,2561.0
Garland,Municipality,1990,High School Graduates White Age 25 Up,171.0
Middlesex,Municipality,2010,High School Graduates White Age 25 Up,248.0
Pittsboro,Municipality,2015,High School Graduates White Age 25 Up,1771.0
Murphy,Municipality,2000,High School Graduates White Age 25 Up,758.0
Person County,County,1970,High School Graduates White Age 25 Up,3636.0
Polk County,County,1980,High School Graduates White Age 25 Up,4880.0
Randolph County,County,2015,High School Graduates White Age 25 Up,70330.0
Surry County,County,1990,High School Graduates White Age 25 Up,22715.0
Vance County,County,2010,High School Graduates White Age 25 Up,11225.0
Rocky Mount,Municipality,1980,High School Graduates White Age 25 Up,4492.0
Sharpsburg,Municipality,2010,High School Graduates White Age 25 Up,451.0
Wayne County,County,2010,High School Graduates White Age 25 Up,40838.0
Maysville,Municipality,2000,High School Graduates White Age 25 Up,174.0
Burlington,Municipality,1990,High School Graduates White Age 25 Up,16046.0
Chapel Hill,Municipality,1980,High School Graduates White Age 25 Up,1026.0
Hillsborough,Municipality,2000,High School Graduates White Age 25 Up,1821.0
Hobgood,Municipality,2010,High School Graduates White Age 25 Up,127.0
Stonewall,Municipality,2015,High School Graduates White Age 25 Up,97.0
Hobgood,Municipality,2000,High School Graduates White Age 25 Up,109.0
Vandemere,Municipality,2000,High School Graduates White Age 25 Up,93.0
Elizabethtown,Municipality,1980,High School Graduates White Age 25 Up,301.0
Canton,Municipality,1980,High School Graduates White Age 25 Up,771.0
Bolivia,Municipality,1980,High School Graduates White Age 25 Up,30.0
Holden Beach,Municipality,2015,High School Graduates White Age 25 Up,768.0
W. Howellsville twp,Township,1990,High School Graduates White Age 25 Up,412.0
Nags Head,Municipality,2015,High School Graduates White Age 25 Up,2018.0
Greenevers,Municipality,1990,High School Graduates White Age 25 Up,20.0
Granville County,County,2015,High School Graduates White Age 25 Up,22104.0
Teachey,Municipality,2010,High School Graduates White Age 25 Up,100.0
Fallston,Municipality,2015,High School Graduates White Age 25 Up,320.0
Jackson County,County,2010,High School Graduates White Age 25 Up,17689.0
Kings Mountain,Municipality,1980,High School Graduates White Age 25 Up,1027.0
Tract 412,Tract,1990,High School Graduates White Age 25 Up,1832.0
BNA 9701,Tract,1990,High School Graduates White Age 25 Up,2899.0
Robbinsville,Municipality,1980,High School Graduates White Age 25 Up,218.0
Littleton,Municipality,1980,High School Graduates White Age 25 Up,88.0
Cary,Municipality,2015,High School Graduates White Age 25 Up,72184.0
Knightdale,Municipality,1980,High School Graduates White Age 25 Up,183.0
Raleigh,Municipality,1980,High School Graduates White Age 25 Up,13319.0
Mount Olive,Municipality,2015,High School Graduates White Age 25 Up,941.0
Seven Springs,Municipality,2015,High School Graduates White Age 25 Up,39.0
North Wilkesboro,Municipality,1990,High School Graduates White Age 25 Up,1235.0
Columbus,Municipality,1980,High School Graduates White Age 25 Up,138.0
Pembroke,Municipality,1980,High School Graduates White Age 25 Up,41.0
Gulf Township,Township,1990,High School Graduates White Age 25 Up,966.0
Welch Creek Twp.,Township,1990,High School Graduates White Age 25 Up,254.0
Emmons Township,Township,1990,High School Graduates White Age 25 Up,2129.0
